,Unnamed: 0,Time Serie,AUS/US,EU/US,NZD/US,UK/US,BRZ/US,CND/US,CHN/US,HNGK/US,INDIA/US,KOR/US,MEX/US,AFR/US,SNG/US,DNM/US,JPN/US,MLY/US,NOR/US,SWD/US,SRLNK/US,SWTZ/US,TIWN/US,THAI/US,AUS_pct,SWTZ_pct,AUS_CDF,SWTZ_CDF
2891,2891,2011-02-01,0.9879,0.725,1.2821,0.6202,1.662,0.9921,6.5937,7.7913,45.65,1113.6,12.0053,7.1433,1.2712,5.4045,81.48,3.06,5.7199,6.3879,110.75,0.9388,29.02,30.87,-1.446528332003183,-0.14890448840673143,-31.44311919408249,-45.29484304892148
2892,2892,2011-02-02,0.9938,0.7257,1.283,0.6185,1.6641,0.9883,6.556,7.7862,45.55,1113.6,12.028,7.1715,1.272,5.4104,81.82,3.042,5.7371,6.4451,110.9,0.9406,29.02,30.86,0.5972264399230598,0.19173412867490303,-30.845892754159433,-45.10310892024658
2893,2893,2011-02-03,0.9859,0.7324,1.2925,0.6189,1.6676,0.9901,6.556,7.7859,45.66,1113.6,12.04,7.288,1.2741,5.4594,81.48,3.042,5.7343,6.4713,110.8,0.9435,29.03,30.9,-0.7949285570537312,0.3083138422283582,-31.640821311213163,-44.79479507801822
2894,2894,2011-02-04,0.9863,0.7362,1.3007,0.6215,1.6745,0.9899,6.556,7.7863,45.6,1113.6,11.9977,7.257,1.2746,5.4869,81.99,3.042,5.7586,6.4873,110.7,0.9557,29.03,30.8,0.04057206613246045,1.2930577636459883,-31.600249245080704,-43.50173731437223
2895,2895,2011-02-07,0.9863,0.7376,1.2977,0.6207,1.678,0.9885,6.56,7.7841,45.35,1103.6,11.97,7.2485,1.2742,5.4989,82.4,3.036,5.7838,6.4737,110.75,0.9569,29.03,30.7,0.0,0.12556241498378196,-31.600249245080704,-43.376174899388445
2896,2896,2011-02-08,0.9827,0.7306,1.2862,0.6215,1.6679,0.9905,6.552,7.7823,45.15,1100.9,11.9816,7.1639,1.2716,5.4466,81.92,3.032,5.7381,6.4011,110.92,0.957,28.9,30.68,-0.36500050694514563,0.010450412791307429,-31.965249752025848,-43.36572448659714
2897,2897,2011-02-09,0.9906,0.7306,1.2967,0.6215,1.6621,0.9946,6.5914,7.7848,45.36,1107.4,12.0568,7.2288,1.2736,5.4469,82.47,3.037,5.771,6.4362,110.9,0.9611,28.78,30.71,0.8039076015060598,0.42842215256009286,-31.161342150519786,-42.93730233403704
2898,2898,2011-02-10,0.9939,0.7333,1.3024,0.6199,1.667,0.9955,6.5864,7.7899,45.64,1120.9,12.0757,7.2565,1.2768,5.4677,83.11,3.044,5.8176,6.4583,110.98,0.9659,28.93,30.79,0.33313143549362767,0.4994277390490076,-30.82821071502616,-42.43787459498803
2899,2899,2011-02-11,0.9999,0.7396,1.3172,0.6255,1.6655,0.99,6.5917,7.7945,45.6,1126.3,12.0673,7.3075,1.2829,5.5152,83.52,3.051,5.866,6.4907,111.0,0.9755,29.17,30.77,0.6036824630244464,0.9938917072160658,-30.22452825200171,-41.443982887771966
2900,2900,2011-02-14,0.9976,0.7422,1.3214,0.6241,1.6665,0.9883,6.5965,7.7952,45.44,1125.9,12.0446,7.3085,1.2821,5.534,83.32,3.052,5.8404,6.5005,110.75,0.9708,29.35,30.72,-0.2300230023002281,-0.4818042029728353,-30.45455125430194,-41.925787090744805
2901,2901,2011-02-15,1.0011,0.7411,1.3303,0.62,1.668,0.9885,6.5884,7.7941,45.41,1121.3,12.1299,7.305,1.28,5.5252,83.79,3.052,5.8287,6.4828,110.75,0.9677,29.43,30.69,0.3508420208500507,-0.31932426864441643,-30.103709233451887,-42.24511135938922
2902,2902,2011-02-16,1.0016,0.7382,1.3287,0.6225,1.6724,0.9853,6.5884,7.7898,45.4,1115.3,12.0875,7.2435,1.2796,5.5042,83.73,3.043,5.7558,6.4234,110.75,0.9616,29.43,30.6,0.04994506043352054,-0.6303606489614588,-30.053764173018365,-42.87547200835068
2903,2903,2011-02-17,0.9885,0.7346,1.3165,0.6184,1.6605,0.9839,6.585,7.7872,45.25,1114.5,12.0441,7.186,1.2757,5.477,83.25,3.044,5.707,6.41,110.75,0.9508,29.42,30.59,-1.3079073482428094,-1.1231281198003318,-31.361671521261176,-43.99860012815101
2904,2904,2011-02-18,0.9858,0.7314,1.3099,0.6156,1.6645,0.9827,6.5731,7.7844,45.1,1111.0,12.0085,7.12,1.2736,5.4518,83.22,3.033,5.6727,6.3946,110.85,0.9483,29.4,30.55,-0.27314112291351167,-0.26293647454774804,-31.634812644174687,-44.26153660269876
2906,2906,2011-02-22,1.0008,0.732,1.3351,0.62,1.666,0.986,6.5795,7.7925,45.15,1125.35,12.0983,7.14,1.2791,5.4558,82.94,3.041,5.6769,6.4301,110.9,0.9393,29.53,30.6,1.5216068167985375,-0.9490667510281603,-30.11320582737615,-45.210603353726924
2907,2907,2011-02-23,0.9999,0.7268,1.3417,0.6165,1.6737,0.9922,6.5741,7.7945,45.06,1125.2,12.1824,7.1265,1.2772,5.4187,82.39,3.046,5.6274,6.3941,110.65,0.932,29.57,30.59,-0.08992805755394517,-0.777174491642707,-30.203133884930093,-45.98777784536963
2908,2908,2011-02-24,0.9913,0.725,1.3376,0.6209,1.6617,0.9842,6.572,7.7957,45.4,1130.55,12.1762,7.068,1.2756,5.4048,81.67,3.064,5.6006,6.3889,110.74,0.9252,29.76,30.6,-0.8600860086008688,-0.7296137339055875,-31.063219893530963,-46.717391579275215
2909,2909,2011-02-25,0.9847,0.7269,1.3308,0.622,1.6597,0.9808,6.5749,7.7933,45.26,1125.0,12.1261,6.9876,1.2727,5.4192,81.76,3.051,5.6568,6.4289,110.75,0.9282,29.74,30.62,-0.6657923938262811,0.3242542153047978,-31.729012287357243,-46.39313736397042
2910,2910,2011-02-28,0.9829,0.725,1.3294,0.6155,1.6598,0.9737,6.5713,7.7883,45.18,1123.7,12.113,6.9538,1.272,5.4054,81.94,3.049,5.6138,6.3442,110.75,0.9305,29.74,30.57,-0.1827967909007855,0.24779142426201162,-31.911809078258027,-46.145345939708406
2911,2911,2011-03-01,0.9843,0.724,1.3319,0.6132,1.66,0.9742,6.57,7.7887,44.82,1123.5,12.0882,6.9396,1.2707,5.3973,81.86,3.033,5.5778,6.3122,110.7,0.9284,29.54,30.52,0.1424356496082968,-0.22568511552928383,-31.76937342864973,-46.37103105523769
2912,2912,2011-03-02,0.9845,0.721,1.3473,0.6131,1.66,0.9733,6.5723,7.7897,44.81,1121.0,12.1114,6.8885,1.2694,5.3748,81.62,3.0345,5.5499,6.3185,110.7,0.922,29.63,30.52,0.020319008432401198,-0.6893580353295903,-31.749054420217327,-47.06038909056728
2913,2913,2011-03-03,0.9871,0.717,1.3508,0.6148,1.655,0.9746,6.5717,7.7891,45.04,1115.4,12.0301,6.901,1.268,5.3462,82.41,3.03,5.5719,6.3249,110.65,0.9306,29.47,30.45,0.26409344845097493,0.932754880694131,-31.484960971766352,-46.12763420987314
2914,2914,2011-03-04,0.989,0.7152,1.3574,0.6154,1.6432,0.9715,6.567,7.7879,44.89,1117.5,12.0066,6.8901,1.2665,5.3315,82.35,3.028,5.5728,6.3447,110.35,0.9263,29.36,30.44,0.19248303110119824,-0.4620674833440752,-31.292477940665155,-46.58970169321722
2915,2915,2011-03-07,0.9891,0.7155,1.3581,0.6171,1.6532,0.9737,6.554,7.7858,44.95,1115.35,12.032,6.878,1.2655,5.3356,82.12,3.029,5.5594,6.3557,110.25,0.9256,29.35,30.39,0.010111223458042495,-0.07556946993415581,-31.28236671720711,-46.66527116315138
2916,2916,2011-03-08,0.9888,0.7188,1.3497,0.6187,1.6542,0.9712,6.5684,7.7875,45.03,1115.0,12.001,6.8833,1.2675,5.3591,82.69,3.032,5.5828,6.3658,110.0,0.9346,29.42,30.33,-0.03033060357900963,0.9723422644770885,-31.31269732078612,-45.692928898674296
2917,2917,2011-03-09,0.989,0.7191,1.3517,0.6172,1.6553,0.9686,6.558,7.7867,44.88,1114.45,11.9681,6.8675,1.2675,5.363,82.78,3.0315,5.5745,6.337,109.95,0.9298,29.35,30.29,0.020226537216827545,-0.513588701048584,-31.292470783569293,-46.20651759972288
2918,2918,2011-03-10,0.9983,0.7234,1.3589,0.6225,1.6589,0.9729,6.5731,7.789,45.17,1123.7,11.9641,6.8875,1.2715,5.3953,82.98,3.0345,5.6547,6.3893,109.98,0.932,29.46,30.38,0.9403437815975746,0.23661002366102135,-30.352127001971716,-45.96990757606186
2919,2919,2011-03-11,0.9891,0.7213,1.3425,0.6237,1.6612,0.9732,6.5742,7.7877,45.24,1126.0,11.9211,6.879,1.2682,5.3792,81.77,3.038,5.6303,6.3695,110.0,0.9276,29.56,30.36,-0.9215666633276554,-0.47210300429185725,-31.273693665299373,-46.44201058035372
2920,2920,2011-03-14,0.9928,0.7156,1.3559,0.618,1.6658,0.9758,6.5696,7.791,44.99,1127.0,11.9188,6.851,1.2675,5.3355,81.65,3.0365,5.6061,6.3496,110.15,0.9253,29.48,30.33,0.37407744414115207,-0.24795170332039262,-30.89961622115822,-46.689962283674106
2921,2921,2011-03-15,1.0101,0.7159,1.3693,0.6225,1.6673,0.9831,6.573,7.7959,45.22,1135.6,12.0033,6.9682,1.2805,5.3397,80.82,3.065,5.6545,6.4153,110.4,0.9187,29.54,30.41,1.7425463336019353,-0.7132821787528387,-29.157069887556283,-47.40324446242695
2922,2922,2011-03-16,1.0161,0.7183,1.371,0.6239,1.6685,0.9921,6.5713,7.7962,45.0,1132.6,12.0842,7.007,1.2817,5.3572,80.17,3.049,5.6685,6.4762,110.15,0.912,29.53,30.38,0.5940005940005877,-0.7292913900076137,-28.563069293555696,-48.13253585243456
2923,2923,2011-03-17,1.018,0.7132,1.3873,0.6195,1.6723,0.9886,6.5743,7.8012,45.12,1133.1,12.0997,7.0705,1.2782,5.3183,78.74,3.053,5.6555,6.4105,110.3,0.8998,29.55,30.26,0.18698946954041062,-1.3377192982456099,-28.376079824015285,-49.47025515068017
2924,2924,2011-03-18,1.0047,0.7072,1.3704,0.6178,1.6727,0.9846,6.5689,7.7999,45.06,1126.0,12.0584,6.988,1.2744,5.2737,81.14,3.051,5.5942,6.308,110.4,0.9025,29.59,30.27,-1.3064833005894005,0.30006668148476745,-29.682563124604684,-49.1701884691954
2925,2925,2011-03-21,0.9956,0.705,1.3646,0.6144,1.6638,0.9772,6.5635,7.7983,44.98,1121.5,11.9905,6.9351,1.2672,5.2572,81.11,3.031,5.5586,6.2844,110.35,0.9057,29.56,30.25,-0.9057430078630357,0.3545706371191004,-30.58830613246772,-48.8156178320763
2926,2926,2011-03-22,0.9883,0.7036,1.3488,0.6102,1.6632,0.9769,6.551,7.7925,44.95,1120.6,11.987,6.8882,1.2631,5.2472,81.0,3.028,5.5689,6.3009,110.3,0.9041,29.56,30.19,-0.7332261952591512,-0.17665893783812558,-31.32153232772687,-48.992276769914426
2927,2927,2011-03-23,0.9896,0.708,1.3519,0.6155,1.6609,0.982,6.5591,7.7925,44.8,1124.1,12.004,6.919,1.2654,5.2796,80.94,3.0255,5.5895,6.3372,110.35,0.9064,29.57,30.27,0.13153900637459248,0.25439663754009967,-31.18999332135228,-48.73788013237433
2928,2928,2011-03-24,0.9786,0.7042,1.3307,0.6189,1.6565,0.9748,6.558,7.7937,44.69,1118.6,11.9532,6.8536,1.2603,5.2516,80.82,3.0265,5.5402,6.3073,110.3,0.9061,29.57,30.23,-1.1115602263540802,-0.03309796999116932,-32.30155354770636,-48.7709781023655
2929,2929,2011-03-25,0.9726,0.707,1.3238,0.6217,1.656,0.9779,6.5568,7.7931,44.6,1110.7,11.933,6.8422,1.2605,5.2714,81.12,3.025,5.5761,6.3552,110.3,0.9143,29.43,30.23,-0.6131207847946074,0.9049773755656076,-32.91467433250097,-47.86600072679989
2930,2930,2011-03-28,0.9727,0.709,1.3256,0.6241,1.6591,0.9757,6.5643,7.7996,44.8,1111.5,11.9561,6.8652,1.2612,5.2853,81.67,3.025,5.5854,6.3674,110.35,0.9169,29.48,30.28,0.010281719103422127,0.2843705567100674,-32.90439261339755,-47.581630170089824
2931,2931,2011-03-29,0.9743,0.7097,1.3233,0.6257,1.6559,0.9758,6.56,7.7935,44.7,1112.2,11.965,6.8651,1.262,5.2929,82.38,3.0285,5.6072,6.3544,110.35,0.9205,29.47,30.32,0.1644905931942109,0.3926273312247819,-32.73990202020334,-47.18900283886504
2932,2932,2011-03-30,0.9691,0.7095,1.3122,0.6235,1.6274,0.9715,6.5558,7.7843,44.75,1100.5,11.9211,6.8105,1.2621,5.2899,82.98,3.0255,5.5881,6.336,110.3,0.9213,29.47,30.32,-0.5337165144206235,0.08690928843020362,-33.273618534623964,-47.10209355043484
2933,2933,2011-03-31,0.9654,0.7051,1.3091,0.6231,1.6287,0.9717,6.5483,7.775,44.54,1097.25,11.917,6.7675,1.26,5.2569,82.76,3.025,5.5334,6.3134,110.37,0.9157,29.4,30.24,-0.38179754411308275,-0.6078367524150696,-33.65541607873705,-47.709930302849905
2934,2934,2011-04-01,0.9627,0.7035,1.3041,0.6199,1.6156,0.9629,6.5477,7.7784,44.44,1086.7,11.829,6.702,1.2606,5.2455,84.05,3.0255,5.4971,6.2937,110.3,0.9243,29.25,30.26,-0.2796768178993214,0.9391722179753259,-33.93509289663637,-46.77075808487458
2935,2935,2011-04-04,0.966,0.7032,1.3036,0.62,1.6099,0.9677,6.5385,7.7712,44.3,1086.45,11.8552,6.6901,1.2602,5.2436,83.98,3.0254,5.4964,6.3126,110.35,0.9224,29.24,30.2,0.3427859146151402,-0.20556096505464083,-33.59230698202123,-46.97631904992922
2936,2936,2011-04-05,0.9666,0.7027,1.2984,0.6142,1.6083,0.9635,6.539,7.7715,44.3,1086.5,11.8216,6.7183,1.2605,5.2391,84.65,3.025,5.4652,6.3186,110.3,0.9242,29.31,30.17,0.062111801242248355,0.19514310494361808,-33.53019518077898,-46.7811759449856
2937,2937,2011-04-06,0.9592,0.6977,1.2847,0.613,1.6021,0.9587,6.544,7.7729,44.06,1084.0,11.7866,6.6875,1.2602,5.2014,85.26,3.024,5.4561,6.2971,110.2,0.9172,28.99,30.13,-0.7655700393130571,-0.7574118156243204,-34.295765220092036,-47.53858776060992
2938,2938,2011-04-07,0.9564,0.6999,1.2865,0.6133,1.5925,0.9593,6.542,7.77,44.18,1088.6,11.7922,6.6901,1.2611,5.2194,84.98,3.028,5.4745,6.3223,110.33,0.9178,28.94,30.07,-0.29190992493745016,0.06541648495419494,-34.587675145029486,-47.47317127565573
2939,2939,2011-04-08,0.9496,0.6927,1.2788,0.612,1.5765,0.9564,6.535,7.7671,44.05,1082.0,11.746,6.6455,1.257,5.1652,84.99,3.0215,5.3976,6.2176,110.35,0.9105,28.92,30.01,-0.7109995817649595,-0.7953802571366242,-35.298674726794445,-48.26855153279235
2940,2940,2011-04-11,0.9493,0.6919,1.2794,0.6103,1.579,0.9547,6.5381,7.7682,44.33,1085.5,11.7412,6.6474,1.2556,5.1591,84.58,3.019,5.4272,6.2449,110.25,0.9067,28.98,30.06,-0.03159224936815086,-0.4173531026908317,-35.3302669761626,-48.68590463548318
2941,2941,2011-04-12,0.9551,0.6918,1.2739,0.6149,1.5895,0.9624,6.5402,7.7729,44.17,1091.8,11.823,6.7292,1.2588,5.1595,83.79,3.026,5.4702,6.2989,110.35,0.898,29.08,30.16,0.6109765090066333,-0.9595235469284091,-34.719290467155965,-49.64542818241159
2942,2942,2011-04-13,0.952,0.6908,1.266,0.6141,1.5923,0.9638,6.5333,7.7753,44.46,1086.3,11.8055,6.7751,1.2556,5.1509,83.59,3.023,5.4367,6.2494,110.35,0.8939,29.0,30.14,-0.3245733431054276,-0.456570155902003,-35.04386381026139,-50.10199833831359
2943,2943,2011-04-14,0.9503,0.6914,1.2626,0.6116,1.5825,0.9626,6.531,7.7734,44.39,1086.55,11.76,6.856,1.248,5.157,83.23,3.0215,5.4148,6.2235,110.35,0.8924,29.0,30.13,-0.17857142857141683,-0.16780400492225622,-35.22243523883281,-50.269802343235845
2944,2944,2011-04-15,0.9471,0.6924,1.2545,0.6126,1.5721,0.9615,6.5317,7.7733,44.26,1087.0,11.7022,6.8265,1.2424,5.1634,83.13,3.0215,5.383,6.1947,110.35,0.8935,29.04,30.12,-0.3367357676523186,0.12326311071269025,-35.55917100648513,-50.14653923252315
2945,2945,2011-04-18,0.9533,0.7037,1.2708,0.6162,1.595,0.9689,6.5286,7.7763,44.36,1088.0,11.7785,6.87,1.2489,5.2464,82.43,3.022,5.4893,6.313,110.35,0.8986,29.08,30.1,0.6546299229226005,0.5707890318970232,-34.90454108356253,-49.57575020062613
2946,2946,2011-04-19,0.9517,0.6984,1.27,0.6129,1.58,0.9572,6.5303,7.7774,44.49,1085.7,11.696,6.8335,1.245,5.2086,82.41,3.023,5.428,6.2315,110.35,0.899,29.07,30.03,-0.16783803629497607,0.04451368795905797,-35.0723791198575,-49.53123651266707
2947,2947,2011-04-20,0.9366,0.689,1.2541,0.6096,1.5683,0.9523,6.5254,7.7705,44.33,1076.5,11.6203,6.7729,1.2385,5.1383,82.58,3.015,5.3517,6.1234,110.25,0.8914,29.0,29.93,-1.5866344436271884,-0.8453837597330427,-36.65901356348469,-50.37662027240012
2948,2948,2011-04-21,0.9305,0.6856,1.2467,0.6034,1.5635,0.9518,6.492,7.7669,44.26,1079.5,11.6055,6.7135,1.2341,5.1126,81.81,3.007,5.3494,6.0854,110.15,0.8821,28.85,29.89,-0.6512919068972889,-1.0433026699573689,-37.310305470381984,-51.41992294235749
2949,2949,2011-04-22,0.9315,0.6875,1.2477,0.6054,1.566,0.9535,6.5067,7.7707,44.36,1080.8,11.602,6.7025,1.2338,5.1271,81.92,3.003,5.3743,6.116,110.04,0.8865,28.88,29.89,0.10746910263299547,0.49880965876885064,-37.202836367748986,-50.92111328358864
2950,2950,2011-04-25,0.9331,0.6861,1.2506,0.6062,1.5701,0.9541,6.5277,7.7717,44.41,1081.1,11.6175,6.73,1.2355,5.1157,81.93,2.992,5.3559,6.0838,110.15,0.8806,28.89,29.92,0.17176596886743223,-0.6655386350817749,-37.03107039888155,-51.58665191867041
2951,2951,2011-04-26,0.9283,0.6838,1.2422,0.6073,1.5636,0.9508,6.527,7.7707,44.51,1083.6,11.5736,6.692,1.2321,5.0969,81.93,2.988,5.3231,6.1023,110.15,0.8803,28.9,29.95,-0.5144143178651861,-0.03406768112651504,-37.54548471674674,-51.62071959979693
2952,2952,2011-04-27,0.9268,0.6822,1.2477,0.605,1.5685,0.955,6.5112,7.769,44.0,1078.8,11.5954,6.6503,1.2327,5.0864,82.6,2.977,5.3275,6.0907,110.05,0.8807,28.86,29.95,-0.16158569427987546,0.04543905486766864,-37.70707041102662,-51.57528054492926
2953,2953,2011-04-28,0.918,0.6764,1.2488,0.6011,1.587,0.9513,6.501,7.7693,44.42,1072.9,11.5486,6.625,1.2292,5.0442,81.57,2.964,5.2727,6.034,109.65,0.8736,28.68,29.92,-0.9495036685368885,-0.8061769047348677,-38.65657407956351,-52.381457449664126
2954,2954,2011-04-29,0.9143,0.6747,1.2395,0.5991,1.567,0.9486,6.49,7.7673,44.24,1068.4,11.5237,6.581,1.223,5.0315,81.31,2.961,5.2398,6.0258,109.85,0.8666,28.67,29.86,-0.40305010893246784,-0.8012820512820484,-39.05962418849598,-53.18273950094618
2955,2955,2011-05-02,0.9116,0.6725,1.2364,0.5992,1.5745,0.9492,6.492,7.7652,44.27,1065.5,11.505,6.573,1.2222,5.0149,81.23,2.961,5.2247,5.9968,109.85,0.864,28.67,29.81,-0.2953078858142888,-0.30002307869836375,-39.35493207431027,-53.48276257964454
2956,2956,2011-05-03,0.9157,0.6723,1.2421,0.6047,1.5835,0.9489,6.4955,7.7671,44.47,1071.3,11.558,6.6234,1.225,5.0127,81.02,2.973,5.2447,6.0239,109.75,0.8609,28.56,29.96,0.4497586660816122,-0.35879629629629317,-38.905173408228656,-53.841558875940834
2957,2957,2011-05-04,0.9289,0.673,1.2663,0.6052,1.603,0.9579,6.4925,7.77,44.35,1076.3,11.6295,6.6525,1.2312,5.0183,80.69,2.974,5.3154,6.0808,109.73,0.8582,28.56,30.03,1.441520148520259,-0.3136252758740854,-37.463653259708394,-54.15518415181492
2958,2958,2011-05-05,0.9397,0.6857,1.2711,0.6088,1.6172,0.9667,6.4931,7.7717,44.76,1081.3,11.693,6.745,1.2382,5.1125,80.12,2.9975,5.4465,6.1901,109.65,0.8698,28.62,30.16,1.1626655183550438,1.3516662782568245,-36.30098774135335,-52.8035178735581
2959,2959,2011-05-06,0.9291,0.6899,1.2572,0.6091,1.6037,0.9616,6.4925,7.7697,44.72,1085.1,11.5831,6.6501,1.2337,5.1454,80.51,3.001,5.464,6.2262,109.75,0.8732,28.6,30.15,-1.1280195807172433,0.39089445849620486,-37.429007322070596,-52.412623415061894
2960,2960,2011-05-09,0.9299,0.6993,1.2621,0.6121,1.621,0.966,6.4937,7.7717,44.68,1081.0,11.6303,6.751,1.2335,5.2126,80.66,2.9865,5.4937,6.2712,109.75,0.8753,28.61,30.19,0.08610483263371549,0.2404947320201467,-37.34290248943688,-52.17212868304175
2961,2961,2011-05-10,0.9257,0.6965,1.261,0.6123,1.6069,0.9611,6.4915,7.7725,44.75,1082.2,11.592,6.7809,1.2335,5.1922,80.75,2.987,5.446,6.2357,109.7,0.8805,28.59,30.16,-0.4516614689751619,0.5940820290186277,-37.79456395841204,-51.57804665402312
2962,2962,2011-05-11,0.9297,0.7008,1.2637,0.6093,1.619,0.9581,6.4915,7.7699,44.59,1076.0,11.6041,6.84,1.2321,5.2249,80.78,2.979,5.4745,6.2852,109.65,0.8846,28.5,30.12,0.43210543372582677,0.46564452015900315,-37.36245852468622,-51.112402133864116
2963,2963,2011-05-12,0.9388,0.7028,1.2552,0.6139,1.6192,0.9656,6.4986,7.7719,44.98,1088.0,11.6698,6.891,1.241,5.24,80.75,3.012,5.5152,6.3036,109.7,0.8842,28.58,30.27,0.9788103689362115,-0.04521817770745118,-36.38364815575001,-51.15762031157157
2964,2964,2011-05-13,0.9465,0.7072,1.2732,0.6181,1.6382,0.9708,6.4977,7.7724,44.86,1086.8,11.7463,7.0201,1.2458,5.2725,80.76,3.0,5.5584,6.3745,109.72,0.8907,28.64,30.23,0.8201959948870963,0.735127799140467,-35.563452160862916,-50.422492512431106
2965,2965,2011-05-16,0.9416,0.7033,1.2739,0.6158,1.6266,0.9701,6.5073,7.7771,45.15,1091.7,11.722,6.9781,1.25,5.2444,80.82,3.042,5.5326,6.3202,109.75,0.8818,28.8,30.28,-0.517696777601695,-0.999214101268664,-36.08114893846461,-51.42170661369977
2966,2966,2011-05-17,0.9489,0.7065,1.285,0.6171,1.6335,0.9772,6.5057,7.7744,45.13,1088.3,11.7661,6.9947,1.2494,5.2667,81.39,3.04,5.6138,6.3593,109.75,0.8848,28.84,30.31,0.7752761257434182,0.34021320027217694,-35.30587281272119,-51.081493413427594
2967,2967,2011-05-18,0.9419,0.7008,1.2669,0.6193,1.6115,0.9722,6.5029,7.7745,45.06,1087.6,11.7173,6.917,1.2408,5.2262,81.37,3.031,5.5512,6.2968,109.75,0.8792,28.84,30.23,-0.737696279903044,-0.6329113924050667,-36.04356909262423,-51.71440480583266
2968,2968,2011-05-19,0.9422,0.7016,1.2692,0.6181,1.6179,0.9703,6.5042,7.7743,44.9,1086.0,11.6716,6.8888,1.2399,5.2324,81.78,3.0295,5.5281,6.2788,109.7,0.884,28.82,30.26,0.0318505149166759,0.5459508644221955,-36.011718577707555,-51.16845394141046
2969,2969,2011-05-20,0.9395,0.7056,1.2604,0.6164,1.6155,0.9735,6.4917,7.7733,44.99,1082.7,11.6555,6.9044,1.2384,5.2615,81.64,3.01,5.5384,6.3104,109.77,0.8776,28.81,30.25,-0.2865633623434505,-0.7239819004524861,-36.298281940051005,-51.89243584186295
2970,2970,2011-05-23,0.9527,0.7135,1.2689,0.621,1.6345,0.9791,6.505,7.7772,45.22,1097.8,11.7335,7.0215,1.2488,5.3203,81.81,3.058,5.6176,6.3796,109.88,0.8831,28.9,30.4,1.4050026609898847,0.6267092069279778,-34.89327927906112,-51.26572663493497
2971,2971,2011-05-24,0.9474,0.7089,1.2538,0.6179,1.6287,0.9773,6.499,7.7767,45.21,1093.2,11.6986,6.9967,1.246,5.2848,82.12,3.0485,5.5589,6.3332,109.95,0.88,28.92,30.38,-0.5563136349322928,-0.3510361227494041,-35.44959291399341,-51.61676275768438
2972,2972,2011-05-25,0.949,0.7091,1.25,0.6144,1.6264,0.9765,6.493,7.7813,45.32,1101.6,11.682,7.0276,1.246,5.2863,81.96,3.06,5.5564,6.3157,109.9,0.872,28.99,30.42,0.16888325944690585,-0.909090909090915,-35.280709654546506,-52.52585366677529
2973,2973,2011-05-26,0.9443,0.7098,1.2372,0.6118,1.6232,0.9809,6.4913,7.7855,45.33,1089.0,11.691,6.9875,1.2461,5.2915,81.44,3.043,5.5257,6.3194,109.85,0.8666,28.89,30.42,-0.4952581664910305,-0.619266055045864,-35.77596782103754,-53.14511972182115
2974,2974,2011-05-27,0.9336,0.6999,1.2214,0.6063,1.5985,0.9771,6.492,7.7839,45.17,1082.2,11.6113,6.905,1.236,5.2182,80.75,3.025,5.4205,6.2244,109.82,0.852,28.87,30.3,-1.1331144763316758,-1.6847449803831127,-36.90908229736922,-54.82986470220427
2976,2976,2011-05-31,0.9381,0.6956,1.2149,0.6083,1.5833,0.9688,6.4786,7.7777,45.04,1078.0,11.579,6.8185,1.2342,5.1847,81.29,3.008,5.3822,6.1779,109.65,0.8525,28.64,30.31,0.4820051413881865,0.058685446009398845,-36.42707715598103,-54.77117925619487
2977,2977,2011-06-01,0.9332,0.693,1.216,0.6101,1.5831,0.9713,6.478,7.7767,44.84,1076.2,11.6362,6.7763,1.231,5.1662,80.82,3.008,5.3791,6.1812,109.65,0.8401,28.58,30.2,-0.5223323739473429,-1.454545454545464,-36.949409529928374,-56.22572471074034
2978,2978,2011-06-02,0.9419,0.6932,1.2294,0.6126,1.5813,0.9794,6.4824,7.7797,44.86,1081.4,11.6839,6.7661,1.2356,5.1669,80.98,3.015,5.401,6.23,109.7,0.8438,28.77,30.3,0.9322760394341989,0.4404237590763138,-36.017133490494174,-55.78530095166403
2979,2979,2011-06-03,0.9334,0.6847,1.2264,0.6099,1.5722,0.9768,6.4796,7.7771,44.82,1077.0,11.6585,6.712,1.2292,5.1046,80.38,3.008,5.3392,6.1414,109.7,0.8352,28.66,30.27,-0.9024312559719694,-1.0191988622896386,-36.91956474646614,-56.80449981395367
2980,2980,2011-06-06,0.9314,0.684,1.2249,0.6112,1.5799,0.9784,6.4796,7.779,44.78,1078.55,11.6931,6.759,1.2287,5.0982,80.19,3.004,5.3565,6.1651,109.55,0.836,28.62,30.26,-0.21427040925647844,0.09578544061301653,-37.13383515572262,-56.708714373340655
2981,2981,2011-06-07,0.9334,0.6814,1.2183,0.6081,1.5748,0.9743,6.481,7.7787,44.67,1081.8,11.735,6.721,1.2283,5.0802,80.21,3.0035,5.3442,6.1431,109.5,0.8388,28.72,30.28,0.21473051320592962,0.33492822966507685,-36.91910464251669,-56.37378614367558
2982,2982,2011-06-08,0.9403,0.6855,1.2246,0.6105,1.581,0.9778,6.4754,7.7814,44.72,1080.0,11.792,6.7291,1.2315,5.1112,79.87,3.015,5.3869,6.1754,109.42,0.8369,28.71,30.38,0.7392329119348728,-0.22651406771578841,-36.17987173058182,-56.60030021139137
2983,2983,2011-06-09,0.9397,0.688,1.2055,0.6104,1.5832,0.9732,6.4757,7.7826,44.64,1082.8,11.7786,6.726,1.2292,5.1311,80.07,3.0205,5.4087,6.2142,109.4,0.8412,28.71,30.39,-0.06380942252472988,0.5138009320109882,-36.24368115310655,-56.086499279380384
